428.0, -24.0
432.0, -24.0
436.0, -24.0
440.0, -24.0
444.0, -24.0
448.0, -24.0
452.0, -24.0
456.0, -24.0
460.0, -24.0
464.0, -24.0
468.0, -24.0
472.0, -24.0
476.0, -24.0
428.0, -20.0
432.0, -20.0
436.0, -20.0
440.0, -20.0
444.0, -20.0
448.0, -20.0
452.0, -20.0
456.0, -20.0
460.0, -20.0
464.0, -20.0
468.0, -20.0
472.0, -20.0
476.0, -20.0
428.0, -16.0
436.0, -16.0
444.0, -16.0
452.0, -16.0
460.0, -16.0
468.0, -16.0
476.0, -16.0
428.0, -12.0
432.0, -12.0
436.0, -12.0
440.0, -12.0
444.0, -12.0
448.0, -12.0
452.0, -12.0
456.0, -12.0
460.0, -12.0
464.0, -12.0
468.0, -12.0
472.0, -12.0
476.0, -12.0
424.0, -24.0
424.0, -20.0
424.0, -16.0
424.0, -12.0
480.0, -24.0
480.0, -20.0
480.0, -16.0
480.0, -12.0
428.0, -8.0
428.0, -4.0
436.0, -4.0
436.0, -8.0
432.0, -4.0
436.0, 0.0
436.0, 4.0
428.0, 0.0
428.0, 4.0
432.0, 4.0
428.0, 8.0
428.0, 12.0
436.0, 8.0
436.0, 12.0
432.0, 12.0
428.0, 16.0
428.0, 20.0
432.0, 20.0
436.0, 20.0
436.0, 16.0
428.0, 24.0
428.0, 28.0
432.0, 28.0
436.0, 28.0
436.0, 24.0
440.0, 20.0
444.0, 20.0
444.0, 24.0
444.0, 28.0
440.0, 28.0
448.0, 20.0
452.0, 20.0
452.0, 24.0
452.0, 28.0
448.0, 28.0
456.0, 20.0
460.0, 20.0
460.0, 24.0
460.0, 28.0
456.0, 28.0
464.0, 20.0
468.0, 20.0
468.0, 24.0
468.0, 28.0
464.0, 28.0
472.0, 20.0
476.0, 20.0
476.0, 24.0
476.0, 28.0
472.0, 28.0
468.0, 16.0
468.0, 12.0
468.0, 8.0
468.0, 4.0
468.0, 0.0
468.0, -4.0
468.0, -8.0
476.0, -8.0
476.0, -4.0
476.0, 0.0
476.0, 4.0
476.0, 8.0
476.0, 12.0
476.0, 16.0
472.0, 12.0
472.0, 4.0
472.0, -4.0
480.0, -8.0
480.0, -4.0
480.0, 0.0
480.0, 4.0
480.0, 8.0
480.0, 12.0
480.0, 16.0
480.0, 20.0
480.0, 24.0
480.0, 28.0
480.0, 32.0
476.0, 32.0
472.0, 32.0
468.0, 32.0
464.0, 32.0
460.0, 32.0
456.0, 32.0
452.0, 32.0
448.0, 32.0
444.0, 32.0
440.0, 32.0
436.0, 32.0
432.0, 32.0
428.0, 32.0
424.0, 32.0
424.0, 28.0
424.0, 24.0
424.0, 20.0
424.0, 16.0
424.0, 12.0
424.0, 8.0
424.0, 4.0
424.0, 0.0
424.0, -4.0
424.0, -8.0
444.0, -8.0
452.0, -8.0
460.0, -8.0
440.0, -4.0
448.0, -4.0
456.0, -4.0
464.0, -4.0
444.0, 0.0
440.0, 4.0
444.0, 8.0
440.0, 12.0
444.0, 16.0
448.0, 12.0
452.0, 16.0
456.0, 12.0
460.0, 16.0
464.0, 12.0
460.0, 8.0
464.0, 4.0
460.0, 0.0
452.0, 4.0
460.0, 312.0
